,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
02/02/2021 18:47:00,47.65625,47.2956734,47.47596,51,46,52,2494.3418,2494.3418,10.8470354,7.624559,0.005066091,99.773674,40.1679,3.16588974,4.71575165,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:01,46.875,37.5,42.1875,47,50,50,2494.342,2494.342,9.784079,6.86017942,0.00350964419,99.77368,41.41366,3.26407623,4.617565,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:02,53.125,43.75,48.4375,53,50,53,2494.34253,2494.34253,10.1173439,7.139043,0.004470962,99.7737,43.05054,3.39308929,4.488552,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:03,40.625,46.09375,43.359375,47,50,51,2494.342,2494.342,10.1870518,7.24654436,0.00285349879,99.77368,44.5866547,3.51416016,4.367481,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:04,49.21875,42.1875,45.703125,53,47,53,2494.34253,2494.34253,10.34934,7.39042664,0.00431838,99.7737,46.0456657,3.62915421,4.252487,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:05,80.46875,83.59375,82.03125,52,51,54,2494.342,2494.342,12.4119482,8.991566,0.00311287888,99.77369,51.6187553,4.068405,3.81323624,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:06,86.71875,92.1875,89.453125,54,53,55,2494.34229,2494.34229,12.6782284,9.315812,0.00453203125,99.77369,53.877285,4.246414,3.6352272,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:07,97.65625,100,98.828125,54,52,55,2494.341,2494.341,13.3392811,10.2594118,0.00314340787,99.77364,54.9958,4.334572,3.54706955,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:08,100,100,100,55,53,56,2494.34326,2494.34326,13.2307606,10.2954359,0.00560016371,99.773735,53.57638,4.222698,3.65894318,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:09,49.21875,57.8125,53.515625,53,48,55,2494.3418,2494.3418,10.7916508,7.60447025,0.008224728,99.773674,46.8053474,3.68902969,4.19261169,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:10,23.4375,35.15625,29.296875,54,49,54,2494.34253,2494.34253,9.56598,6.371979,0.0308848266,99.7737,49.11305,3.87091446,4.010727,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:11,15.625,37.5,26.5625,49,50,53,2494.34229,2494.34229,9.309727,6.14353943,0.005340762,99.7737,50.91691,4.013088,3.86855316,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:12,83.59375,86.71875,85.15625,55,54,55,2494.342,2494.342,12.8176346,9.475362,0.0051424047,99.77368,53.6832466,4.231121,3.65052032,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:13,65.625,72.65625,69.140625,51,52,53,2494.342,2494.342,11.4507847,8.429293,0.00393689657,99.77368,54.1933823,4.271328,3.61031342,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:14,27.34375,28.125,27.734375,50,50,54,2494.34253,2494.34253,9.175254,6.27528334,0.00512712728,99.7737045,54.09687,4.26372147,3.61792,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:15,17.1875,35.15625,26.171875,50,51,53,2494.342,2494.342,9.048742,6.17095232,0.00363170425,99.77368,54.14803,4.2677536,3.61388779,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:16,21.09375,32.8125,26.953125,51,52,53,2494.34229,2494.34229,9.176988,6.268907,0.00514240051,99.77369,54.1466751,4.267647,3.6139946,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.9668045,0.161125183
02/02/2021 18:47:17,21.875,31.25,26.5625,51,52,53,2494.3418,2494.3418,9.051421,6.17405558,0.00361644826,99.773674,54.4318466,4.290123,3.5915184,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:18,19.53125,32.8125,26.171875,55,49,55,2494.34253,2494.34253,9.255797,6.35033226,0.005539132,99.7737,54.207222,4.272419,3.60922241,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:19,20.3125,33.59375,26.953125,51,52,53,2494.342,2494.342,9.552318,6.648387,0.0200964566,99.77369,54.3049927,4.28012466,3.60151672,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:20,23.4375,32.8125,28.125,52,51,53,2494.34253,2494.34253,9.640312,6.69783354,0.0220649242,99.7737045,54.3032036,4.27998352,3.60165787,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:21,27.34375,35.9375,31.640625,55,49,55,2494.34155,2494.34155,9.66403,6.71594572,0.0208442267,99.77367,54.3022346,4.279907,3.60173416,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:22,21.875,38.28125,30.078125,54,50,55,2494.34277,2494.34277,9.882739,6.87130356,0.0337688066,99.7737045,54.3003464,4.27975845,3.601883,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:23,28.125,35.9375,32.03125,54,49,55,2494.34229,2494.34229,9.805988,6.809069,0.042024225,99.77369,54.298893,4.279644,3.60199738,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:24,25,31.25,28.125,52,51,54,2494.342,2494.342,9.60834,6.664266,0.0190588087,99.77368,54.295845,4.27940369,3.6022377,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:25,21.09375,33.59375,27.34375,53,52,54,2494.342,2494.342,9.527794,6.6023283,0.01910463,99.77369,54.28902,4.278866,3.60277557,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:26,19.53125,45.3125,32.421875,52,51,54,2494.34253,2494.34253,10.1245575,6.86180544,0.1810063,99.7737045,54.3472939,4.28345871,3.59818268,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:27,20.3125,31.25,25.78125,53,51,54,2494.342,2494.342,9.339865,6.441314,0.0174870677,99.77368,54.3362579,4.282589,3.59905243,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:28,21.09375,32.8125,26.953125,52,52,53,2494.34229,2494.34229,9.440845,6.505559,0.0184943154,99.77369,54.3175278,4.28111267,3.60052872,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:29,25,26.5625,25.78125,56,49,56,2494.342,2494.342,9.295298,6.4157033,0.0104831252,99.77368,54.37817,4.28589249,3.595749,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:30,28.125,23.4375,25.78125,55,50,57,2494.34229,2494.34229,9.458093,6.53981352,0.0124210669,99.77369,54.36941,4.285202,3.59643936,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:31,11.71875,39.84375,25.78125,52,53,55,2494.3418,2494.3418,9.384594,6.481858,0.0173956361,99.77367,54.30446,4.2800827,3.60155869,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:32,21.09375,32.03125,26.5625,54,50,57,2494.34253,2494.34253,9.509408,6.58677,0.0128330449,99.7737,54.36646,4.28496933,3.596672,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:33,22.65625,29.6875,26.171875,55,50,56,2494.34229,2494.34229,9.399836,6.50326061,0.0173498821,99.77369,54.2915344,4.279064,3.60257721,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:34,15.625,35.9375,25.78125,52,51,54,2494.34229,2494.34229,9.432505,6.533639,0.0104678608,99.77369,54.29284,4.279167,3.60247421,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:35,21.875,30.46875,26.171875,52,52,54,2494.342,2494.342,9.420563,6.51752472,0.0174413882,99.77368,54.2763367,4.27786636,3.603775,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:36,17.96875,33.59375,25.78125,56,50,57,2494.34229,2494.34229,9.478771,6.54498768,0.0188757516,99.7737,54.27077,4.27742767,3.60421371,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:37,20.3125,31.25,25.78125,52,53,54,2494.342,2494.342,9.342027,6.44764471,0.0173650719,99.77368,54.2699051,4.277359,3.60428238,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:38,21.875,29.6875,25.78125,55,50,57,2494.34229,2494.34229,9.451777,6.524744,0.0190893523,99.77369,54.2699966,4.27736664,3.60427475,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:39,19.53125,32.03125,25.78125,56,49,56,2494.34229,2494.34229,9.327716,6.43188858,0.0171361584,99.7737,54.27029,4.27738953,3.60425186,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:40,27.34375,25,26.171875,56,50,56,2494.342,2494.342,9.486436,6.552122,0.0190283246,99.77369,54.26971,4.27734375,3.60429764,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:41,16.40625,35.15625,25.78125,52,52,54,2494.342,2494.342,9.338176,6.442097,0.0171819776,99.77368,54.26971,4.27734375,3.60429764,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:42,16.40625,37.5,26.953125,52,51,54,2494.34229,2494.34229,9.441627,6.52736235,0.0184943527,99.7737,54.2688866,4.277279,3.60436249,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:43,22.65625,28.90625,25.78125,52,53,54,2494.34229,2494.34229,9.354763,6.460697,0.0171971526,99.77369,54.2728539,4.27759171,3.60404968,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:44,17.1875,34.375,25.78125,52,53,55,2494.342,2494.342,9.476626,6.54965258,0.0186774544,99.77369,54.2618637,4.276726,3.60491562,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:45,18.75,32.8125,25.78125,52,53,55,2494.342,2494.342,9.402008,6.50210333,0.0169225466,99.77368,54.26487,4.27696228,3.604679,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:46,16.40625,35.9375,26.171875,55,50,56,2494.34253,2494.34253,9.41210651,6.484283,0.0183874015,99.7737045,54.2639465,4.27689,3.60475159,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,21,7.96694946,0.161125183
02/02/2021 18:47:47,22.65625,30.46875,26.5625,52,53,54,2494.342,2494.342,9.323355,6.42673874,0.0171057,99.77368,54.26438,4.276924,3.60471725,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:48,22.65625,29.6875,26.171875,53,54,56,2494.34229,2494.34229,9.4502,6.500727,0.0192114767,99.77369,54.26322,4.27683258,3.60480881,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:49,23.4375,28.125,25.78125,54,52,55,2494.3418,2494.3418,9.224269,6.311774,0.0108035207,99.773674,54.3572159,4.28424072,3.59740067,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:50,19.53125,34.375,26.953125,52,52,54,2494.34253,2494.34253,9.337915,6.40361834,0.0105594732,99.7737,54.2620125,4.276737,3.60490417,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:51,16.40625,34.375,25.390625,53,53,54,2494.34229,2494.34229,9.16756248,6.26569939,0.00306710531,99.77369,54.31646,4.28102875,3.60061264,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:52,14.84375,35.15625,25,53,52,54,2494.34229,2494.34229,9.082708,6.194716,0.00238045258,99.77369,54.3166542,4.281044,3.60059738,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:53,24.21875,26.5625,25.390625,53,53,55,2494.342,2494.342,9.328813,6.38842344,0.010773058,99.773674,54.22682,4.273964,3.60767746,43,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:54,19.53125,30.46875,25,53,54,54,2494.342,2494.342,9.106241,6.21954966,0.00228889356,99.77368,54.33587,4.28255844,3.599083,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:55,18.75,31.25,25,57,50,57,2494.34253,2494.34253,9.259237,6.32782459,0.003952172,99.7737045,54.332386,4.282284,3.5993576,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:56,29.6875,23.4375,26.5625,54,52,55,2494.34229,2494.34229,9.223883,6.31855631,0.008575686,99.77369,54.2548027,4.276169,3.60547256,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:57,19.53125,32.03125,25.78125,53,53,55,2494.342,2494.342,9.295183,6.360252,0.00404371927,99.77368,54.328125,4.281948,3.5996933,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:58,21.875,29.6875,25.78125,56,51,57,2494.342,2494.342,9.28857,6.375284,0.009476062,99.77368,54.2567863,4.276325,3.60531616,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:47:59,19.53125,32.03125,25.78125,53,54,54,2494.34229,2494.34229,9.215646,6.322037,0.008682503,99.7737,54.2486534,4.27568436,3.605957,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:00,14.0625,37.5,25.78125,52,54,55,2494.34229,2494.34229,9.3510685,6.39984846,0.0187079664,99.77369,54.262207,4.27675247,3.604889,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:01,12.5,38.28125,25.390625,53,54,55,2494.34229,2494.34229,9.180023,6.26280737,0.0128025711,99.77369,54.3903236,4.28685,3.59479141,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:02,21.875,29.6875,25.78125,53,54,55,2494.34229,2494.34229,9.391084,6.435798,0.0185858421,99.77369,54.2969055,4.27948761,3.60215378,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:03,21.09375,29.6875,25.390625,53,54,55,2494.34229,2494.34229,9.183844,6.289763,0.008819835,99.77369,54.2984543,4.27960968,3.60203171,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:04,25.78125,25.78125,25.78125,52,54,55,2494.34229,2494.34229,9.338728,6.411275,0.009598105,99.77369,54.27276,4.277584,3.60405731,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:05,12.5,39.0625,25.78125,52,53,55,2494.34229,2494.34229,9.233371,6.322629,0.01130714,99.77369,54.38635,4.286537,3.59510422,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:06,21.875,31.25,26.5625,52,54,55,2494.34229,2494.34229,9.329976,6.39472342,0.0117801949,99.77369,54.38814,4.28667831,3.594963,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:07,21.875,28.90625,25.390625,53,54,55,2494.34229,2494.34229,9.281242,6.35804224,0.0108493287,99.77369,54.3496666,4.28364563,3.59799576,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:08,17.96875,32.8125,25.390625,52,54,55,2494.342,2494.342,9.228343,6.320951,0.009994864,99.77368,54.3569221,4.284218,3.59742355,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:09,22.65625,28.90625,25.78125,52,53,55,2494.34131,2494.34131,9.297748,6.37926435,0.009338657,99.77365,54.26109,4.27666473,3.60497665,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:10,20.3125,31.25,25.78125,55,51,57,2494.34326,2494.34326,9.250412,6.34264231,0.01142923,99.773735,54.3496666,4.28364563,3.59799576,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:11,18.75,35.9375,27.34375,53,53,55,2494.3418,2494.3418,9.520435,6.57210827,0.0191351734,99.773674,54.2623024,4.27676,3.60488129,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:12,28.125,25,26.5625,56,50,57,2494.342,2494.342,9.377861,6.47217,0.0173650812,99.77368,54.2631721,4.276829,3.60481262,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:13,28.125,24.21875,26.171875,56,50,58,2494.34253,2494.34253,9.482272,6.54017067,0.0193793233,99.7737045,54.2609978,4.276657,3.60498428,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:14,19.53125,32.03125,25.78125,56,51,56,2494.34155,2494.34155,9.381154,6.459488,0.0184790045,99.77367,54.25151,4.27590942,3.605732,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:15,22.65625,29.6875,26.171875,52,54,56,2494.342,2494.342,9.352758,6.447861,0.01754819,99.77368,54.2458458,4.275463,3.60617828,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:16,20.3125,32.8125,26.5625,56,51,57,2494.343,2494.343,9.485088,6.5495,0.0187842268,99.77372,54.2428932,4.27523041,3.606411,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:17,19.53125,32.8125,26.171875,53,54,55,2494.342,2494.342,9.378642,6.469822,0.01725827,99.77368,54.23878,4.274906,3.60673523,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:18,26.5625,25,25.78125,54,55,56,2494.342,2494.342,9.457186,6.521604,0.0189367719,99.77368,54.2373276,4.27479172,3.60684967,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:19,20.3125,32.03125,26.171875,52,56,56,2494.34253,2494.34253,9.299693,6.395359,0.0178076122,99.7737,54.2356377,4.274658,3.60698318,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:20,21.09375,31.25,26.171875,53,54,56,2494.3418,2494.3418,9.421574,6.486434,0.019272482,99.773674,54.23428,4.27455139,3.60709,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:21,21.09375,30.46875,25.78125,54,55,56,2494.34253,2494.34253,9.322985,6.401293,0.0171208978,99.7737045,54.1569328,4.26845551,3.613186,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:22,30.46875,21.09375,25.78125,53,55,56,2494.34253,2494.34253,9.451314,6.487528,0.0189978462,99.7737045,54.16599,4.269169,3.61247253,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:23,12.5,39.0625,25.78125,52,55,56,2494.3418,2494.3418,9.270352,6.3425684,0.0174718834,99.773674,54.16487,4.269081,3.61256027,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:24,21.09375,31.25,26.171875,56,52,57,2494.342,2494.342,9.434701,6.473396,0.0182959549,99.77368,54.2023849,4.27203751,3.609604,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
02/02/2021 18:48:25,19.53125,32.03125,25.78125,54,54,57,2494.34253,2494.34253,9.367821,6.431198,0.01750233,99.7737045,54.1617737,4.268837,3.61280441,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,19,7.96696472,0.161125183
