,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0,/hdd/1/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space","Used Space"
02/02/2021 20:05:18,15.625,36.71875,26.171875,53,53,55,2494.34155,2494.34155,9.186227,6.28159142,0.005142379,99.77367,51.5519638,4.063141,3.81850052,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:19,25.78125,29.6875,27.734375,54,50,56,2494.343,2494.343,9.387856,6.43130541,0.0135655152,99.77372,51.4542427,4.055439,3.82620239,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:20,21.09375,31.25,26.171875,52,54,55,2494.342,2494.342,9.192,6.287475,0.005325485,99.77368,51.5488663,4.06289673,3.81874466,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:21,18.75,35.15625,26.953125,53,54,54,2494.34229,2494.34229,9.310126,6.371409,0.006897215,99.77369,51.54528,4.06261444,3.819027,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:22,14.84375,38.28125,26.5625,52,54,55,2494.3418,2494.3418,9.255928,6.334351,0.0110629955,99.773674,51.41228,4.05213165,3.82950974,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:23,16.40625,37.5,26.953125,52,54,55,2494.34253,2494.34253,9.30621052,6.37040043,0.007217642,99.7737045,51.53715,4.06197357,3.81966782,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:24,16.40625,35.9375,26.171875,53,54,56,2494.34229,2494.34229,9.176335,6.265618,0.00506609725,99.77369,51.5359421,4.061878,3.81976318,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:25,14.0625,40.625,27.34375,52,53,55,2494.342,2494.342,9.373597,6.41931725,0.0137485731,99.77368,51.4092331,4.05189133,3.82975,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:26,17.1875,34.375,25.78125,52,52,56,2494.342,2494.342,9.22682,6.31738758,0.00546283554,99.77368,51.53236,4.061596,3.82004547,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:27,17.96875,36.71875,27.34375,53,53,56,2494.34253,2494.34253,9.474246,6.50502825,0.0221870355,99.7737045,51.5679321,4.06439972,3.81724167,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:28,16.40625,36.71875,26.5625,56,51,56,2494.34155,2494.34155,9.341939,6.41006947,0.0179755073,99.77366,51.4169273,4.052498,3.82914352,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:29,17.96875,36.71875,27.34375,55,50,57,2494.34253,2494.34253,9.474345,6.49633026,0.0223700944,99.7737045,51.4093742,4.051903,3.82973862,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:30,19.53125,33.59375,26.5625,52,53,55,2494.3418,2494.3418,9.258684,6.333894,0.0140080089,99.773674,51.5014839,4.059162,3.82247925,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:31,25,28.90625,26.953125,53,54,56,2494.34277,2494.34277,9.417079,6.45883465,0.0147557436,99.77371,51.49785,4.058876,3.82276535,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:32,27.34375,28.90625,28.125,53,53,56,2494.342,2494.342,9.284259,6.353772,0.0142064039,99.77368,51.4475632,4.05491257,3.82672882,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:33,24.21875,30.46875,27.34375,56,50,57,2494.342,2494.342,9.391471,6.43999243,0.0126499357,99.77368,51.4508553,4.055172,3.82646942,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
02/02/2021 20:05:34,24.21875,28.90625,26.5625,57,50,58,2494.342,2494.342,9.364511,6.42362165,0.0207832344,99.77368,51.3719177,4.04895,3.83269119,44,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.96715546,0.161125183
