,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 22:35:59,7.03125,6.25,6.640625,48,45,49,798.190552,798.190552,2.96067786,0.7679216,0.0212251917,99.77382,29.5703354,2.33062744,5.551014,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:00,13.28125,10.9375,12.109375,46,40,49,798.189636,798.189636,3.19458365,0.938705564,0.0176095031,99.7737045,29.5788956,2.33130264,5.55033875,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:01,18.75,16.40625,17.578125,45,41,49,798.1893,798.1893,4.665139,1.92507327,0.1694106,99.77366,29.6007767,2.333027,5.5486145,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:02,12.5,7.8125,10.15625,46,43,48,798.1882,798.1882,3.2765615,1.02395308,0.00845359452,99.77352,29.59816,2.332821,5.5488205,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:03,9.375,5.46875,7.421875,48,48,49,798.190857,798.190857,2.98527,0.7974657,0.00344853313,99.77386,29.5986938,2.33286285,5.54877853,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:04,7.8125,7.03125,7.421875,48,42,49,798.1895,798.1895,2.91663122,0.7902789,0.005798532,99.77369,29.5565414,2.32954025,5.552101,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:05,2.34375,3.125,2.734375,45,41,49,798.189636,798.189636,2.59615445,0.5414759,0.004806676,99.7737045,29.5566788,2.3295517,5.55208969,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:06,3.90625,0,1.953125,48,48,49,798.1893,798.1893,2.37174368,0.405089647,0.0043641706,99.77366,29.5560532,2.329502,5.55213928,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
02/01/2021 22:36:07,5.46875,2.34375,3.90625,46,42,49,798.1896,798.1896,2.601965,0.5800727,0.00413531065,99.7737,29.5562439,2.32951736,5.552124,39,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51734924
