,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/01/2021 21:55:46,53.125,42.96875,48.046875,54,51,56,2494.34155,2494.34155,10.1079712,7.11744356,0.006546228,99.77366,43.01371,3.39018631,4.491455,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51668549
02/01/2021 21:55:47,50.78125,53.90625,52.34375,53,50,55,2494.34277,2494.34277,10.5360832,7.56001329,0.002090526,99.77371,44.7154465,3.524311,4.35733032,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:48,43.75,39.84375,41.796875,54,49,56,2494.3418,2494.3418,10.1765156,7.0950737,0.0530717522,99.773674,46.1918335,3.64067459,4.240967,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:49,63.28125,60.9375,62.109375,55,54,57,2494.342,2494.342,11.1558294,8.075568,0.0108798956,99.77368,48.63684,3.83338165,4.04825974,40,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:50,81.25,85.9375,83.59375,58,55,59,2494.342,2494.342,13.0104036,9.041321,0.296717167,99.77368,54.1617279,4.268833,3.61280823,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:51,100,100,100,59,56,59,2494.34155,2494.34155,13.3607168,10.1221142,0,99.77366,56.8200378,4.47835159,3.40328979,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:52,97.65625,100,98.828125,57,55,59,2494.34253,2494.34253,13.1594753,10.2304459,0,99.7737045,55.7231064,4.39189529,3.489746,41,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:53,73.4375,77.34375,75.390625,54,52,57,2494.34253,2494.34253,12.3790007,8.797168,0.2919551,99.7737045,46.9861679,3.7032814,4.17836,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:54,28.90625,34.375,31.640625,55,50,58,2494.34253,2494.34253,10.2595663,6.48814,0.379027128,99.7737,49.54153,3.904686,3.97695541,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
02/01/2021 21:55:55,22.65625,30.46875,26.5625,50,53,55,2494.342,2494.342,9.370202,6.159915,0.00378431263,99.77368,51.4954338,4.0586853,3.822956,42,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.51670837
