,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/nvidiagpu/0/temperature/0,/nvidiagpu/0/clock/0,/nvidiagpu/0/clock/1,/nvidiagpu/0/clock/2,/nvidiagpu/0/load/0,/nvidiagpu/0/load/1,/nvidiagpu/0/load/2,/nvidiagpu/0/load/3,/nvidiagpu/0/smalldata/3,/nvidiagpu/0/smalldata/2,/nvidiagpu/0/smalldata/1,/nvidiagpu/0/load/4,/hdd/0/temperature/0,/hdd/0/load/0
Time,"CPU Core #1","CPU Core #2","CPU Total","CPU Core #1","CPU Core #2","CPU Package","CPU Core #1","CPU Core #2","CPU Package","CPU Cores","CPU Graphics","Bus Speed","Memory","Used Memory","Available Memory","GPU Core","GPU Core","GPU Memory","GPU Shader","GPU Core","GPU Frame Buffer","GPU Video Engine","GPU Bus Interface","GPU Memory Total","GPU Memory Used","GPU Memory Free","GPU Memory","Temperature","Used Space"
02/02/2021 00:22:37,100,100,100,62,61,64,2494.3418,2494.3418,13.0284262,9.975241,0.0216987077,99.773674,50.3361626,3.96731567,3.91432571,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:38,100,100,100,63,61,64,2494.34253,2494.34253,13.0502481,10.015523,0.0202643611,99.7737045,50.3297234,3.96680832,3.914833,46,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:39,100,100,100,62,63,64,2494.342,2494.342,13.0904427,10.0128107,0.0221259724,99.77368,50.33006,3.966835,3.91480637,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:40,100,100,100,62,62,65,2494.34229,2494.34229,13.1139841,10.0526772,0.0206763577,99.77369,50.3242073,3.96637344,3.915268,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:41,100,100,100,62,63,64,2494.34229,2494.34229,13.0864429,10.0094833,0.0213935245,99.77369,50.3233833,3.96630859,3.91533279,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:42,100,100,100,62,61,64,2494.34229,2494.34229,13.0537233,9.990205,0.0209968016,99.77369,50.3190269,3.96596527,3.915676,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:43,100,100,100,62,62,65,2494.342,2494.342,13.061574,9.980646,0.0219123457,99.77368,50.31617,3.9657402,3.91590118,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:44,100,100,100,63,62,64,2494.34229,2494.34229,13.0620365,9.997088,0.0203253645,99.7737,50.3054276,3.96489334,3.916748,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:45,100,100,100,63,63,65,2494.34155,2494.34155,13.1030073,10.0265493,0.0216376856,99.77367,50.30015,3.96447754,3.91716385,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:46,100,100,100,62,61,64,2494.34253,2494.34253,13.0888405,10.0261135,0.02075266,99.7737,50.29681,3.96421432,3.917427,47,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:47,100,100,100,63,62,65,2494.342,2494.342,13.177083,9.977912,0.069261916,99.77368,50.32145,3.966156,3.91548538,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:48,100,100,100,62,62,65,2494.34253,2494.34253,13.1540909,9.98081,0.06622541,99.7737045,50.30209,3.96463013,3.91701126,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:49,100,100,100,63,62,65,2494.34229,2494.34229,13.1064043,9.989079,0.0350658931,99.7737,50.30431,3.9648056,3.91683578,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:50,100,100,100,63,63,65,2494.34229,2494.34229,13.1103487,10.0232162,0.0303354189,99.77369,50.30388,3.96477127,3.91687,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:51,100,100,100,64,63,65,2494.342,2494.342,13.1107426,10.0459738,0.0262002144,99.77368,50.3078461,3.965084,3.91655731,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:52,100,100,100,63,64,64,2494.342,2494.342,13.1172819,10.0382595,0.0302744657,99.77368,50.31685,3.96579361,3.91584778,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:53,100,100,100,63,63,66,2494.34229,2494.34229,13.1117086,10.0307369,0.0258492287,99.77369,50.31027,3.96527481,3.91636658,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:54,100,100,100,63,63,65,2494.34229,2494.34229,13.10664,9.976759,0.03773625,99.77369,50.32135,3.96614838,3.915493,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:55,100,100,100,64,63,65,2494.3418,2494.3418,13.10152,10.0193834,0.0262307487,99.773674,50.32464,3.96640778,3.91523361,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:56,100,100,100,64,63,65,2494.34229,2494.34229,13.1034565,9.999153,0.03566096,99.7737,50.341095,3.96770477,3.91393661,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:57,100,100,100,64,64,65,2494.34229,2494.34229,13.10247,10.04814,0.0256813951,99.77369,50.3379974,3.96746063,3.91418076,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
02/02/2021 00:22:58,100,100,100,63,64,65,2494.342,2494.342,13.101367,10.0372829,0.03306692,99.77368,50.32648,3.96655273,3.91508865,48,135,405.000031,270,0,0,0,0,1024,37.0625,986.9375,3.61938477,20,7.54598236
